X,Y
-1.7435277011434000,0.025270801634124800
-1.7043229107653800,0.02509259804149760
-1.674028300018730,0.024954895265376200
-1.5974007551889600,0.024606588243422800
-1.5581959648109400,0.024428384650795600
-1.5278959539554200,0.02550570636986120
-1.4512657090712200,0.025764911595501000
-1.4120579731792700,0.026249448636611400
-1.3817582077832400,0.027271541969532200
-1.3086792708579000,0.030418823601306800
-1.2694715349659500,0.030903360642417200
-1.2373889972651700,0.03208303897047140
-1.1625302335490000,0.034725164963640900
-1.1233173430076800,0.03636949811379340
-1.0912365936546400,0.037146798199934500
-1.0199010853837300,0.04898881615864910
-0.980671258137326,0.05444390795279650
-0.9414296488352080,0.06254996228189610
-0.9021821485052360,0.07198149787847140
-0.8629287571474070,0.0827385147425237
-0.8397600809704040,0.08313026809491090
-0.7808151926272510,0.11384608733322800
-0.7415330825086270,0.1310648253762270
-0.7111875389169740,0.1423870127251610
-0.6557479348775620,0.18634623077177100
-0.6164194329145760,0.2140031337961460
-0.5877928782388330,0.23951899864024700
-0.5450482957597990,0.2839824235727640
-0.5118024692659260,0.31857411469959200
-0.4857626942977880,0.3412379216074000
-0.4573114107130550,0.40751102768918800
-0.4278883775376160,0.45184808153487800
-0.39043765823637600,0.5381633059563150
-0.36527045085941100,0.5872583957251550
-0.33234661389263900,0.6774888630074030
-0.31236722360331600,0.7288098101500640
-0.2863131833475870,0.8170558242109720
-0.27038413857784200,0.867728285780007
-0.24330810010474600,0.9635699242205320
-0.2577590049173850,0.9174303510386310
-0.22852580834018200,1.0150284053859100
-0.2070203810355860,1.108983043284050
-0.1929281679559010,1.1631301956991500
-0.17445888598505800,1.2533074944438800
-0.1617650724276590,1.3073695090530100
-0.1444879641169930,1.3989056744441600
-0.1326109646738220,1.451584816468350
-0.11319541325162700,1.5431112616635400
-0.10255832789633200,1.593840915294680
-0.12200490362416000,1.4886731903234900
-0.08356069580858220,1.6885394335305300
-0.0714500189271452,1.7403338413546400
-0.09284231509693890,1.634796671750250
-0.050754328270461,1.8320184568714500
-0.03955574865824390,1.8773605402095400
-0.06011965600265600,1.7800036636160300
-0.028883976369885800,1.923628544412230
0.0009311772064917180,1.9874556284277500
0.03224814892563370,1.9500383554118100
0.0487215185327341,1.9141954703106100
0.06369973299714720,1.835984546059530
0.07639066384937100,1.791121926618310
0.08120418589113540,1.7648246114581000
0.09585828132123050,1.6938801412004900
0.1045885473254970,1.6533590742860100
0.11030691546631900,1.622531588510760
0.1265521401168200,1.5429935392902300
0.1367122906621890,1.491967370590380
0.15514787661375800,1.4011888404733300
0.1473287466890580,1.4438169745655800
0.16305412691476000,1.35752159649481
0.16959201066812400,1.3288277673709500
0.18301873849704900,1.2566738270158400
0.19498650477010100,1.209485650690840
0.20109875299449900,1.1813598586680900
0.21622256789425100,1.1091779534634900
0.2259047667260760,1.0641329453452700
0.2349962006609260,1.037179073377290
0.25122094346993600,0.9644887864950170
0.2617276652879790,0.9227040941055500
0.2696170218393090,0.8934614920676470
0.292840097976665,0.8149645584141860
0.3065750294216470,0.770497607404284
0.312629091472997,0.7475056620629440
0.33549504245607900,0.679784246782893
0.3507465699305480,0.6363376708894540
0.36488540497286900,0.6098460868127360
0.3898285078318330,0.5365493706717380
0.4113054158114730,0.4955723580268270
0.4247450717581750,0.47215195086577600
0.4575059953032120,0.40389486555571900
0.4820008446197820,0.3633964969010460
0.5004508180042620,0.3445921992304460
0.5410304760999470,0.27952412744243900
0.5717749159152630,0.24694257059040200
0.6132089203256850,0.21371594618819300
0.6380716100629530,0.19429456702528800
0.6842326249079560,0.1554021342040560
0.7233468407326990,0.13484465612398000
0.7535852412552310,0.12205965292069000
0.8158146230872910,0.08985414001342520
0.8549678669715770,0.07807797533038040
0.8870084310988880,0.06981359962766610
0.9582029754889680,0.04993874440034050
0.997375365213784,0.04247039383659380
1.0294347595908500,0.03844282432813360
1.1006553928185700,0.02443795757106090
1.1398373554636500,0.019123514066962800
1.1718958030683800,0.014882920783372700
1.2467028098969700,0.005879747069428730
1.2844745341113,0.00403460350725382
1.3179683622120900,0.001981674976862640
1.3607302814455400,0.00022509670667858500
1.4355271893692300,-0.011050330608652900
1.5175008419778200,-0.011422938120510200
1.5566982685710200,-0.013257993297483200
1.5869840427758900,-0.01538391797481880
1.663611587605660,-0.01573222499677220
1.6867780546472100,-0.01583752711968820
