X,Y
-1.7436500268384300,0.02071575659981480
-1.7044444444444400,0.02053754940711490
-1.6741492216854500,0.020399843849119700
-1.5975201288244800,0.020051529790660700
-1.5583145464304900,0.01987332259796080
-1.5280193236715000,0.020950666081101000
-1.4513902308105200,0.021209876543209800
-1.4121846484165300,0.02169442337294750
-1.3818894256575400,0.022716537354218900
-1.3088244766505600,0.02586388256744020
-1.2696188942565800,0.026348429397177900
-1.237541599570590,0.027528131557117000
-1.1626945786366100,0.03017031092656940
-1.1234889962426200,0.031814677295573600
-1.0914117015566300,0.03259199308474690
-1.0201288244766500,0.04443425027614770
-0.9809232420826620,0.04988945227416950
-0.941717659688674,0.057995670361942000
-0.902512077294686,0.0674273964945904
-0.8633064949006980,0.07818463067211480
-0.8401395598497050,0.0876673010296205
-0.7813311862587220,0.10929283169862900
-0.7421256038647340,0.12651191759492200
-0.7118303811057430,0.13783433367491300
-0.6565861513687600,0.18179443978653500
-0.6173805689747720,0.20945190153622300
-0.5888674181427800,0.23269555457961400
-0.5463204508856680,0.2794326050358660
-0.5132283652412480,0.31402499498473800
-0.48728931830381100,0.3457801688381410
-0.4591325818572200,0.4029637046796470
-0.4299066022544280,0.44730165422339400
-0.3928395061728400,0.5336186223867380
-0.36789049919484700,0.5827147039755740
-0.3353676865271070,0.672946994095545
-0.31561638933619600,0.7242689780250170
-0.28995455358740400,0.8125167748336830
-0.2742507197579660,0.8631902600888110
-0.24760064412238300,0.9590338347240520
-0.26406870638754700,0.8969943395305720
-0.23304705671855400,1.0104933554547100
-0.211959205582394,1.1044498914263400
-0.1981076465134440,1.1585981377233000
-0.18003915253702100,1.2487772582316500
-0.16758561460010700,1.3028403650026800
-0.1507153336911790,1.3943783796093000
-0.13907246376811600,1.447058585858590
-0.1200636965467890,1.5385868800728700
-0.10965207631874300,1.5893175585454900
-0.12863123993558800,1.4864204362465200
-0.09107532653426390,1.684017989882720
-0.07919484702093400,1.7358134440585000
-0.10234031132581900,1.625738788854730
-0.0589066435443244,1.8274999117897700
-0.04790958430249860,1.8728429111295500
-0.07026301663982880,1.7709487141950900
-0.03744344758837540,1.9191118500393900
-0.003467525496510420,1.9806472941980200
0.02357130076936850,1.9455221945705000
0.04020397208803010,1.9096785853706100
0.05552979066022520,1.8314660811008600
0.06842011093218800,1.7866025553441000
0.07335050993021990,1.7603047089250000
0.08831991411701570,1.689358805445760
0.09723027375201280,1.6488369199238800
0.10308565294072500,1.6180088113711300
0.11968438003220600,1.5384691553213300
0.13007131354957400,1.487441955789780
0.1489103596349970,1.396661591763040
0.1431239935587760,1.4392804860196200
0.15701068657590400,1.3529934656179700
0.16367609845870700,1.3242990568208000
0.1774235104669890,1.2521436588103300
0.18960100196815200,1.2049545291888300
0.19583825371265000,1.1768281689682700
0.21128287707997900,1.1046448055433600
0.2211652759478850,1.0595988874249700
0.23037650486925900,1.032644470934330
0.24692431561996800,0.9599527155614110
0.25761674718196400,0.9181671790367450
0.26563607085346200,0.8889239862392040
0.28920802225150100,0.8104254667891030
0.30314058458986000,0.7659576174569590
0.3092968330649490,0.7429652076318750
0.33246376811594200,0.6752424242424240
0.347908391483271,0.6317949706403820
0.36216496689926600,0.6053028513801460
0.38743383294107900,0.5320046544974080
0.4090928609769190,0.4910268140340610
0.42263660762211500,0.4676059337334700
0.45570089599075100,0.3993474694923970
0.4803757380568970,0.35884828268886200
0.49890928609769200,0.3400436051334600
0.5397781356235460,0.274974218838953
0.5706673823582040,0.24239200377364600
0.6122490606548580,0.2091647081265
0.6371980676328500,0.18747020933977400
0.6835319377348360,0.15084971808555500
0.7227375201288240,0.1302918247028920
0.7530327428878150,0.11750656321670800
0.8154052603327960,0.0853003996930215
0.8546108427267850,0.07352399710766020
0.8866881374127750,0.06525945444786040
0.9579710144927540,0.04538419770830830
0.9971765968867420,0.03791569626879230
1.0292538915727300,0.033888045395291700
1.1005367686527100,0.01988289571161770
1.1397423510467000,0.014568344845024700
1.1718196457326900,0.010327665892883700
1.2466666666666700,0.0013243102966424800
1.2844465915190600,-0.0005208705411599010
1.317949543746650,-0.0025738405448549900
1.3607192699946300,-0.0043304543014688300
1.4355662909286100,-0.008787927585028220
1.5175415995705900,-0.011433269897037400
1.5567471819645700,-0.013268362145832000
1.598153515834670,-0.015444834821645600
1.654782608695650,-0.015702239789195700
1.6935050993022000,-0.013605523837406900
-0.02444444444444430,1.9592121212121200
0.015555555555555800,1.9635757575757600
-0.031111111111111500,1.9456060606060600
0.03333333333333370,1.927131313131310
-0.0333333333333341,1.9365252525252500
